tic;x;y;z;angle;momx;momy;shield;health;ammo;sector_x;sector_y
6777;3421;-3755;-48;6979;1;0;60;66;36;13;-15
6821;3437;-3753;-48;21744;1;1;60;66;36;13;-15
6856;3350;-3796;-48;17701;-5;-2;60;66;36;13;-15
6891;3369;-3848;-48;15064;5;-4;60;66;36;13;-15
6926;3464;-3902;-48;24381;0;0;60;66;36;13;-15
7001;3482;-3777;-48;8771;0;7;60;66;36;13;-15
7036;3465;-3550;-48;12990;-1;0;60;66;36;13;-14
7077;3382;-3528;-40;16682;-7;1;60;66;36;13;-14
7112;3132;-3412;-24;11408;-5;5;60;66;36;12;-13
7147;3030;-3265;-24;13342;-3;2;60;66;36;12;-13
7182;2994;-3174;-24;8244;0;5;60;66;36;11;-12
7217;2894;-2972;-24;18615;-8;1;60;66;36;11;-11
7263;2768;-2956;-24;27580;-1;2;60;66;36;11;-11
7298;2784;-2956;-24;28986;2;-5;60;66;36;11;-11
7333;2817;-3008;-24;24240;0;-1;60;66;36;11;-12
7371;2852;-2963;-24;23361;3;5;60;66;35;11;-11
7423;2935;-2900;-24;25295;1;1;60;66;34;11;-11
7458;2984;-2906;-24;33029;5;-3;60;66;34;11;-11
7493;3059;-2986;-24;33732;3;-3;60;66;34;12;-11
7528;3038;-2987;-24;33732;-6;2;60;66;34;12;-11
7563;2913;-2934;-24;5994;0;1;60;66;34;11;-11
7598;2935;-2851;-24;7752;0;0;60;66;34;11;-11
7654;2910;-2797;-24;11795;-4;5;60;66;34;11;-11
7689;2722;-2628;-8;17244;-8;1;60;66;34;10;-10
7724;2438;-2606;0;18299;-9;-1;60;66;34;9;-10
7759;2290;-2620;0;11443;-1;-1;60;66;34;9;-10
7794;2315;-2609;0;2303;2;0;60;66;34;9;-10
7829;2437;-2481;0;9510;0;7;60;66;34;9;-9
7864;2351;-2255;0;15486;-2;2;60;66;34;9;-9
7899;2135;-2237;0;19529;-8;-2;60;66;34;8;-8
7934;1936;-2285;0;20232;-2;-1;60;66;34;7;-9
7969;1782;-2402;0;20936;-7;-5;60;66;34;7;-9
8004;1568;-2472;0;16893;0;0;60;66;34;6;-9
8039;1595;-2496;0;19529;-6;-2;60;66;34;6;-9
8074;1347;-2582;0;24275;-7;-5;60;66;34;5;-10
8109;1284;-2835;0;24803;-2;-9;60;66;34;5;-11
8144;1258;-3037;0;27439;0;-8;60;66;34;5;-12
8179;1180;-3279;-16;20408;-7;-4;60;66;34;4;-13
8214;1035;-3498;0;27264;-1;-9;60;66;34;4;-13
8253;1042;-3637;0;28846;1;-3;60;66;34;4;-14
8288;1044;-3603;0;29373;-2;4;60;66;34;4;-14
8323;1025;-3559;0;17947;-1;0;60;66;34;4;-14
8358;905;-3504;0;14607;-2;0;60;66;34;3;-14
8393;883;-3487;0;12322;-3;3;60;66;0;3;-13
8428;747;-3310;0;15311;-3;2;60;66;0;2;-13
8463;671;-3287;-8;18299;-7;-1;60;66;65;2;-13
8498;577;-3290;-8;17420;-4;0;60;66;34;2;-13
8533;486;-3268;-8;16893;-7;1;60;66;65;1;-13
8568;216;-3215;56;17420;-9;1;60;66;65;0;-12
8603;-73;-3211;104;19178;-9;-1;60;66;65;0;-12
8732;-156;-3265;119;1459;7;0;60;66;65;0;-13
8767;132;-3241;104;229;8;0;60;66;65;0;-12
8802;434;-3228;-8;30428;4;0;60;66;65;1;-12
8837;428;-3281;-8;21990;-5;-5;60;66;65;1;-13
8872;336;-3404;-8;16717;0;-2;60;66;65;1;-13
8907;263;-3409;-8;14256;-1;0;60;66;65;1;-13
9076;242;-3409;-8;14256;-4;0;60;66;65;0;-13
9111;141;-3340;-8;4236;-1;0;60;66;65;0;-13
9146;179;-3361;-8;32854;5;-4;60;66;65;0;-13
9181;254;-3409;-8;2654;2;0;60;66;65;1;-13
9216;347;-3405;-8;6170;4;2;60;66;65;1;-13
9251;386;-3181;-8;12674;-3;7;60;66;65;1;-12
9286;332;-3053;-8;17596;-2;1;60;66;65;1;-12
9321;295;-3056;-8;22518;0;1;60;66;65;1;-12
9356;379;-3025;-8;23221;0;0;60;66;65;1;-12
9391;330;-3196;8;22166;-4;-7;60;66;65;1;-12
9426;108;-3248;104;15311;-7;3;60;66;65;0;-12
9461;-164;-3222;104;17596;-9;0;60;66;65;0;-12
9499;-248;-3214;128;18475;6;0;60;66;65;0;-12
9534;-174;-3213;104;19002;-5;-1;60;66;65;0;-12
9569;-224;-3223;128;19002;-1;-1;60;66;65;0;-12
9609;-126;-3159;104;21287;3;2;60;66;65;0;-12
9644;-116;-3165;104;21990;-4;-4;60;66;65;0;-12
9679;-245;-3248;128;21287;-1;-1;60;66;65;0;-12
9783;-231;-3249;128;932;4;0;60;66;65;0;-12
9818;21;-3250;104;33943;7;-2;60;66;65;0;-13
9853;239;-3360;-8;33592;0;-2;60;66;65;0;-13
9888;239;-3365;-8;1986;0;1;60;66;65;0;-13
9923;270;-3289;-8;1986;5;2;60;66;65;1;-13
9958;408;-3217;-8;12709;1;0;60;66;65;1;-12
9993;459;-3200;-8;19037;-1;-1;60;66;65;1;-12
10028;249;-3222;40;18158;-9;-1;60;66;65;0;-12
10063;36;-3229;104;18158;-2;-1;60;66;65;0;-12
10098;-114;-3234;104;18158;-7;-1;60;66;65;0;-12
10133;-234;-3237;128;18158;3;0;60;66;65;0;-12
10168;-134;-3234;104;18158;3;0;60;66;65;0;-12
10203;-111;-3233;104;18158;-5;-1;60;66;64;0;-12
10238;-200;-3236;128;18158;1;0;60;66;64;0;-12
10273;-192;-3236;128;17279;-1;-1;60;66;64;0;-12
10343;-170;-3227;108;1459;1;0;60;66;64;0;-12
10378;-174;-3228;104;1459;0;0;60;66;63;0;-12
10413;-26;-3189;104;1459;1;0;60;66;62;0;-12
10459;-9;-3185;104;32713;1;-1;60;66;61;0;-12
10494;88;-3248;104;33943;0;-1;60;66;61;0;-12
10529;192;-3307;50;30955;5;-4;60;66;61;0;-13
10564;251;-3434;-8;34295;3;-4;60;66;61;1;-13
10599;414;-3346;-8;4096;5;5;60;66;61;1;-13
10634;586;-3253;-8;35350;7;0;60;66;61;2;-13
10669;826;-3152;0;5502;5;6;60;66;61;3;-12
10704;936;-2993;0;1635;6;3;60;66;61;3;-11
10739;1196;-2977;0;33064;7;-3;60;66;61;4;-11
10774;1315;-3134;-14;24275;-2;-4;60;66;61;5;-12
10809;1254;-3369;0;25330;-1;-9;60;66;61;5;-13
10844;1110;-3603;0;21287;-7;-6;60;66;61;4;-14
10890;1081;-3552;0;24979;2;7;60;66;61;4;-14
10925;1182;-3278;-16;24979;3;8;60;66;61;4;-13
10960;1286;-2995;0;24979;2;7;60;66;61;5;-11
10995;1340;-2771;0;21647;1;7;60;66;61;5;-11
11030;1356;-2656;0;24284;0;1;60;66;61;5;-10
11065;1396;-2488;0;25022;0;0;60;66;60;5;-9
11100;1516;-2449;0;25022;1;0;60;66;60;6;-9
11140;1519;-2527;0;30647;0;-1;60;66;60;6;-10
11175;1598;-2541;0;35569;1;-1;60;66;60;6;-10
11210;1618;-2543;0;35569;0;-1;60;66;60;6;-10
11309;1737;-2546;0;31878;1;-1;60;66;60;6;-10
11344;1749;-2548;0;19573;-3;-1;60;66;60;6;-10
11379;1651;-2515;0;17464;-6;2;60;66;60;6;-10
11414;1632;-2489;0;18167;0;0;60;66;60;6;-9
11449;1587;-2490;0;18167;-1;-1;60;66;60;6;-9
11484;1464;-2503;0;19749;-8;-2;60;66;60;5;-10
11519;1254;-2646;0;26604;-1;-7;60;66;60;5;-10
11554;1230;-2917;0;22737;-4;-8;60;66;60;4;-11
11589;1117;-3185;-16;26604;-3;-10;60;66;60;4;-12
11624;1078;-3483;0;25726;-2;-9;60;66;60;4;-13
11659;1042;-3664;0;26253;-1;0;60;66;60;4;-14
11722;1027;-3585;0;11312;-3;6;60;66;60;4;-14
11757;1052;-3331;-10;2522;4;7;60;66;60;4;-13
11792;1258;-3136;-16;7269;4;6;60;66;60;5;-12
11827;1300;-2860;0;8675;0;8;60;66;60;5;-11
11862;1316;-2576;0;8675;0;5;60;66;60;5;-10
11897;1429;-2474;0;1819;7;3;60;66;60;5;-9
11939;1527;-2464;0;237;3;-1;60;66;60;6;-9
11974;1750;-2525;0;33425;7;-4;60;66;60;7;-10
12009;2019;-2621;0;35358;8;-2;60;66;60;8;-10
12044;2309;-2633;0;765;8;0;60;66;60;9;-10
12079;2592;-2667;-8;33073;7;-4;60;66;60;10;-10
12114;2857;-2815;-24;31843;7;-5;60;66;60;11;-11
12149;2970;-3061;-24;26745;0;-9;60;66;60;11;-12
12184;3057;-3322;-24;28854;4;-7;60;66;60;12;-13
12219;3065;-3593;-24;24284;-3;-8;60;66;60;12;-14
12254;3030;-3873;-24;27272;0;-9;60;66;60;12;-15
12289;3034;-3960;-24;27272;-1;1;60;66;60;12;-15
12324;3033;-4063;-24;25866;-1;-7;60;66;60;12;-16
12359;3007;-4335;-24;27272;0;-9;60;66;60;12;-17
12394;3017;-4616;-24;27272;0;0;60;66;60;12;-18
12433;3019;-4667;-24;26745;-1;-7;60;66;60;12;-18
12468;3017;-4763;-24;2347;-1;-1;60;66;60;12;-19
12503;3056;-4723;-24;4456;-5;-4;61;76;60;12;-18
12555;2943;-4848;-24;35710;2;-1;62;76;60;11;-19
12590;3084;-4848;-24;6214;0;0;63;76;60;12;-19
12638;2963;-4729;-24;12718;-4;3;64;76;60;11;-18
12673;3043;-4735;-24;19397;1;-1;64;76;60;12;-18
13400;-1;58;0;9000;-1;3;0;100;50;0;0
13435;-1;259;0;9000;-1;5;0;100;100;0;1
13470;14;467;0;10406;0;7;0;100;100;0;1
13505;5;590;8;16031;4;-2;0;100;8;0;2
13540;146;545;0;23590;0;-1;0;100;8;0;2
13575;142;503;0;32203;2;-3;0;100;8;0;2
13610;325;390;0;35191;2;-2;0;100;8;1;1
13645;390;372;0;35719;2;-1;0;100;7;1;1
13680;619;369;0;35191;8;-1;0;100;7;2;1
13715;907;352;0;1125;8;0;0;100;7;3;1
13750;1106;398;0;70;5;1;0;100;7;4;1
13785;1199;322;0;33082;0;-3;0;100;7;4;1
13820;1401;300;0;33609;7;-1;0;100;7;5;1
13855;1553;115;0;26930;0;-8;0;100;7;6;0
13890;1563;-171;0;26930;0;-9;0;100;7;6;0
13925;1515;-453;0;24820;-4;-8;0;100;7;6;-1
13960;1448;-624;0;27633;0;-1;0;100;7;5;-2
13995;1439;-513;0;27281;-1;4;0;100;7;5;-2
14030;1434;-469;0;15504;-1;0;0;100;7;5;-1
14093;1562;-414;0;33750;7;0;0;100;7;6;-1
14128;1647;-477;0;29355;0;-6;0;100;7;6;-1
14163;1608;-513;0;31465;-5;4;0;100;7;6;-2
14198;1502;-495;0;26191;-3;-7;0;100;7;6;-1
14233;1480;-606;0;27246;-1;4;0;100;7;5;-2
14268;1468;-358;0;27773;-1;5;0;100;7;5;-1
14303;1466;-302;0;3727;-1;0;0;100;7;5;-1
14347;1421;-191;0;7770;-2;7;0;100;7;5;0
14382;1452;82;0;9352;0;8;0;100;7;5;0
14417;1339;317;0;17086;-8;3;0;100;7;5;1
14452;1220;288;0;18668;-7;-1;0;90;7;4;1
14487;1054;283;0;12164;-1;-1;0;90;7;4;1
14522;1006;427;0;11461;-1;0;0;100;7;4;1
14561;874;411;0;19547;-8;-2;0;100;7;3;1
14596;598;396;0;16207;-8;1;0;100;7;2;1
14631;320;480;0;16207;-8;2;0;100;7;1;1
14666;46;579;8;15855;-8;3;0;100;7;0;2
14740;1748;285;-64;26754;1;-4;0;100;7;6;1
14775;1749;185;-64;24996;-2;-7;0;100;6;6;0
14810;1682;29;-64;29566;0;-1;0;100;6;6;0
14845;1749;-29;-64;32555;1;-2;0;100;6;6;0
14880;1768;-44;-64;28160;0;-1;0;100;5;7;0
14915;1761;-255;-64;26051;-2;-8;0;100;9;7;-1
14950;1760;-337;-64;33258;0;-1;0;100;9;7;-1
14998;1755;-341;-64;25699;1;2;0;100;9;7;-1
15033;1826;-122;-64;25699;1;7;0;100;9;7;0
15068;1863;19;-64;32906;2;-1;0;100;9;7;0
15103;1992;-148;-64;27984;1;-8;0;100;9;7;0
15138;2015;-284;-64;26578;-1;-2;0;100;9;8;-1
15173;2016;-472;-56;23941;-1;-3;0;100;9;8;-1
15208;1917;-645;-64;22359;-6;-7;0;95;9;7;-2
15243;1852;-720;-64;20953;-1;-1;0;95;9;7;-2
15287;1888;-811;-64;26402;1;-7;0;95;9;7;-3
15322;1760;-1013;-64;19195;-8;-4;0;95;9;7;-4
15357;1495;-1023;-64;13746;-7;4;0;95;13;5;-4
15392;1255;-879;-64;16207;-6;2;0;95;13;5;-3
15427;1319;-915;-64;11461;1;-1;0;77;17;5;-3
15462;1327;-932;-64;4605;-1;-1;0;65;16;5;-3
15497;1317;-955;-64;6188;-1;-1;0;47;15;5;-3
15532;1377;-848;-64;8121;3;6;0;47;15;5;-3
15567;1396;-754;-64;19020;-4;-1;0;47;15;5;-3
15602;1283;-756;-64;9703;-1;3;0;47;19;5;-3
15637;1252;-520;-65;10582;-1;6;100;47;19;5;-2
15672;1251;-498;-88;10055;-1;4;99;43;39;5;-1
15707;1208;-273;-64;13043;-1;3;99;43;39;4;-1
15742;1130;-265;-64;19898;-7;-3;99;43;39;4;-1
15777;861;-285;-64;21480;-8;-2;99;43;43;3;-1
15812;780;-353;-64;26227;-1;-7;99;43;43;3;-1
15847;745;-624;-64;27809;-1;-9;98;64;43;2;-2
15882;791;-881;-64;35719;1;-3;97;60;43;3;-3
15917;863;-814;-64;3762;4;5;97;60;43;3;-3
15952;1028;-596;-74;8508;2;8;97;60;43;4;-2
15987;1041;-306;-64;9387;-1;8;97;60;43;4;-1
16022;1036;-142;-64;35367;-1;0;97;60;43;4;0
16057;1164;-213;-64;31324;6;-5;97;60;43;4;0
16092;1201;-261;-53;32203;-6;3;97;60;43;4;-1
16127;1064;-158;-64;27457;-1;0;97;60;43;4;0
16162;1129;-191;-64;33258;4;-3;97;60;43;4;0
16197;1176;-217;-64;35543;-3;0;97;60;43;4;0
16232;967;-201;-64;35543;-4;0;97;60;43;3;0
16267;934;-198;-64;9914;-1;0;97;60;43;3;0
16346;856;-264;-64;18352;-2;-1;97;60;43;3;-1
16381;848;-264;-64;7102;1;3;97;60;43;3;-1
16416;930;-121;-56;6047;3;5;97;60;43;3;0
16451;1026;-39;-56;1652;6;2;97;60;43;4;0
16520;1165;-1121;-64;18000;-5;-1;97;60;43;4;-4
16555;928;-1103;-64;18352;-5;0;97;60;43;3;-4
16590;886;-1100;-64;25910;-1;0;97;60;43;3;-4
16654;806;-1097;-64;31711;-2;0;97;60;43;3;-4
16689;797;-1150;-64;28723;0;-4;97;60;43;3;-4
16724;801;-1164;-64;31359;-1;1;97;60;43;3;-4
16759;785;-1140;-64;31711;1;-2;97;60;43;3;-4
16794;884;-1275;-64;29250;0;-3;97;60;43;3;-5
16855;-225;-194;-64;9000;-1;5;97;63;43;0;0
16890;-229;68;-64;8824;0;8;100;64;43;0;0
16925;-229;358;-64;9527;-1;8;102;66;43;0;1
17004;911;-1296;-64;13148;-4;3;103;68;43;3;-5
17039;868;-1290;-64;11215;1;-5;103;68;43;3;-5
17074;846;-1191;-64;13324;-2;5;103;68;43;3;-4
17109;779;-1077;-64;14555;-1;0;99;60;42;3;-4
17144;751;-1054;-64;15609;-3;1;94;50;42;3;-4
17179;841;-1062;-64;16840;7;-2;94;50;41;3;-4
17214;763;-1053;-64;17367;-5;0;92;46;40;3;-4
17249;710;-1046;-64;16137;-2;0;92;46;44;2;-4
17284;736;-1040;-64;18246;5;0;92;46;43;2;-4
17319;732;-1042;-64;19125;-8;-1;92;46;43;2;-4
17354;552;-1003;-64;9105;-2;3;92;46;47;2;-4
17389;616;-890;-64;5766;3;3;92;71;47;2;-3
17424;606;-794;-64;12797;-5;5;92;71;47;2;-3
17459;501;-746;-64;19301;-7;-1;92;96;47;2;-2
17494;312;-907;-64;25629;-4;-8;92;96;47;1;-3
17529;201;-1023;-64;20355;-6;-3;92;100;47;0;-4
17564;144;-1050;-64;31957;1;-2;92;100;47;0;-4
17599;338;-1136;-64;1406;7;0;92;100;47;1;-4
17634;306;-1152;-64;1406;-5;-1;92;100;47;1;-4
17669;282;-1129;-64;6152;2;5;92;100;47;1;-4
17704;332;-879;-64;8613;0;8;92;100;47;1;-3
17739;331;-777;-64;8086;-2;-6;92;100;47;1;-3
17774;343;-870;-64;2285;2;0;92;100;47;1;-3
17809;371;-864;-64;26508;0;-3;92;100;47;1;-3
17844;386;-1095;-64;31078;2;-8;92;100;47;1;-4
17879;407;-1186;-64;4043;0;1;92;100;47;1;-4
17914;471;-1105;-64;32133;0;-1;92;100;47;1;-4
18002;30;-641;0;25664;-1;-6;92;100;47;0;-2
18037;22;-705;0;17402;-1;-1;92;100;47;0;-2
18088;-1;-817;0;26191;-2;-7;92;100;47;0;-3
18123;-16;-880;0;17930;-1;-1;92;100;46;0;-3
18158;44;-820;0;18457;2;2;83;81;46;0;-3
18193;47;-809;0;14766;0;-2;83;81;45;0;-3
18259;-1;-804;0;14766;-6;2;83;81;44;0;-3
18294;-133;-596;0;7559;-1;7;83;91;44;0;-2
18329;-174;-619;0;7207;-3;-7;83;91;44;0;-2
18364;-152;-649;0;6328;0;-1;83;91;44;0;-2
18432;-139;-661;0;1934;0;-1;83;91;44;0;-2
18467;-58;-620;0;33012;0;0;83;100;44;0;-2
18502;-23;-753;0;24750;0;-7;83;100;44;0;-3
18537;-54;-811;0;17367;-3;0;79;92;43;0;-3
18572;42;-822;0;17367;0;0;79;92;43;0;-3
18607;22;-816;0;16664;-1;0;79;92;42;0;-3
18645;-119;-807;0;17719;-8;-1;79;92;42;0;-3
18788;-241;-696;0;9809;0;-5;79;92;42;0;-2
18823;-226;-940;0;9809;0;-7;79;92;42;0;-3
18858;-148;-874;0;6645;3;4;79;92;42;0;-3
18893;-117;-826;0;6645;0;0;79;92;42;0;-3
19010;-87;-697;0;9984;0;6;79;92;42;0;-2
19045;-139;-534;0;7172;-1;1;79;92;42;0;-2
19080;-140;-521;0;32273;2;-3;79;92;42;0;-2
19115;-4;-714;0;28582;3;-8;79;92;42;0;-2
19150;-36;-935;0;27879;-1;-7;79;92;42;0;-3
19185;-12;-1152;0;23133;0;-2;79;92;42;0;-4
19220;-99;-1226;0;26121;-1;-1;79;92;42;0;-4
19255;-106;-1205;0;28055;-1;4;79;92;42;0;-4
19290;-113;-1159;0;3656;-1;0;79;92;42;0;-4
19325;-35;-1002;0;10160;0;7;79;92;42;0;-4
19360;-96;-863;0;15609;-6;3;79;92;42;0;-3
19430;-244;-530;0;10160;0;2;79;92;42;0;-2
19500;-241;-624;0;10160;0;-5;79;92;41;0;-2
19535;-241;-742;0;7875;0;-1;79;92;41;0;-2
20009;-37;-778;0;6820;4;6;79;92;41;0;-3
20044;-12;-767;0;11215;-2;2;79;92;41;0;-3
20079;-102;-553;0;11215;-4;7;79;92;41;0;-2
20114;-112;-530;0;17016;0;-1;79;92;41;0;-2
20149;-142;-595;0;26332;-3;-7;79;92;41;0;-2
20184;-80;-767;0;26859;1;-8;79;92;41;0;-3
20219;-55;-1048;0;25453;-1;-9;79;92;41;0;-4
20254;-86;-1206;0;16488;-3;-1;79;92;41;0;-4
20289;-193;-1145;0;12797;-5;5;79;92;41;0;-4
20324;-208;-1134;0;10336;1;-3;79;92;41;0;-4
20359;-126;-1001;0;8051;3;7;79;92;41;0;-4
20394;-210;-785;0;14555;-5;0;79;92;41;0;-3
20619;-237;-902;0;32625;2;-8;79;92;41;0;-3
20654;-168;-919;0;6820;3;5;79;92;41;0;-3
20689;-42;-685;0;9281;2;4;79;92;41;0;-2
20724;-18;-639;0;8051;0;0;79;92;41;0;-2
20787;525;-1182;-64;16418;-7;0;79;92;41;2;-4
20822;476;-1173;-64;16770;-3;0;79;92;41;1;-4
20857;448;-1165;-64;16770;-1;0;79;92;41;1;-4
21023;302;-1088;-64;9562;-4;6;79;92;41;1;-4
21058;308;-829;-64;6223;3;7;79;92;41;1;-3
21093;393;-633;-88;7453;0;0;79;92;41;1;-2
21128;351;-808;-64;7453;-3;-8;76;85;41;1;-3
21163;314;-940;-64;34840;-1;-1;76;85;41;1;-3
21198;447;-921;-64;34488;4;1;76;85;41;1;-3
21233;660;-1032;-64;30973;5;-6;76;85;41;2;-4
21268;815;-1161;-64;31500;0;-2;76;85;41;3;-4
21303;815;-1181;-64;27105;0;-1;76;85;41;3;-4
21345;813;-1060;-64;32555;0;0;76;85;41;3;-4
21380;1013;-1119;-64;35719;7;-2;76;85;41;4;-4
21458;1191;44;-56;19863;-6;-4;76;85;41;4;0
21493;988;-68;-56;26719;-3;-2;76;85;41;3;0
21528;1032;-180;-64;33750;5;-6;76;85;41;4;0
21563;1177;-235;-64;914;-3;-1;76;85;41;4;0
21598;1100;-263;-64;32520;3;-3;76;85;41;4;-1
21633;1167;-313;-64;30938;0;-1;76;85;41;4;-1
21744;1203;-406;-64;29004;2;-7;76;85;41;4;-1
21779;1259;-679;-64;27949;0;-9;76;85;41;5;-2
21814;1417;-871;-64;562;7;-2;76;85;41;5;-3
21849;1668;-774;-64;4957;6;5;76;85;41;6;-3
21884;1869;-567;-64;3375;6;5;76;85;41;7;-2
21919;2126;-450;-64;6539;7;4;75;81;41;8;-1
21954;2146;-214;-64;12691;-4;7;75;81;41;8;0
21989;1969;-25;-64;15328;-3;1;75;100;41;7;0
22024;1941;-6;-64;18844;-1;0;75;100;41;7;0
22067;1831;127;-64;11988;-5;6;75;100;41;7;0
22128;-84;595;8;31500;3;-4;75;100;41;0;2
22163;-24;524;8;29215;2;-5;75;100;41;0;2
22198;15;270;0;26227;-1;-9;75;100;41;0;1
22233;-6;-20;0;26754;-1;-9;75;100;41;0;0
22268;-14;-48;0;27984;-1;0;75;100;41;0;0
22344;16;146;0;9211;0;8;75;100;41;0;0
22379;0;368;0;7805;0;6;75;100;41;0;1
22414;86;500;0;35016;6;-1;75;100;41;0;2
22449;348;448;0;35016;8;-2;75;100;41;1;1
22484;631;387;0;35719;8;-2;75;100;41;2;1
22519;919;361;0;33785;7;-2;75;100;41;3;1
22554;1124;302;0;70;1;-1;75;100;41;4;1
22589;1161;300;0;246;4;0;75;100;41;4;1
22624;1379;308;0;32203;2;0;75;100;41;5;1
22659;1451;151;0;26402;0;-8;75;100;41;5;0
22694;1445;-131;0;28336;1;-9;75;100;41;5;0
22729;1552;-392;0;30973;4;-6;75;100;41;6;-1
22764;1631;-493;0;30445;2;-3;75;100;41;6;-1
22826;1620;-516;0;18316;-6;-1;75;100;41;6;-2
22861;1518;-522;0;27633;-1;-1;75;100;41;6;-2
22938;796;28;0;22500;-2;-2;75;100;41;3;0
22973;687;-85;0;25840;-2;-4;75;100;41;2;0
23008;615;-292;0;18281;-2;-3;75;100;41;2;-1
23123;654;-274;0;16699;0;0;75;100;43;2;-1
23158;591;-238;0;13008;-2;0;75;100;42;2;0
23196;604;-236;0;15996;3;-2;71;92;41;2;0
23231;592;-255;0;15469;-7;2;62;74;41;2;-1
23266;366;-177;0;17227;-4;0;57;64;41;1;0
23301;240;-145;0;9668;-1;0;57;64;41;0;0
23336;238;35;0;8965;-1;7;57;64;41;0;0
23399;251;239;0;176;4;0;57;64;60;1;0
23434;466;204;0;30551;2;-3;56;62;60;1;0
23469;614;17;0;33012;4;-5;56;62;60;2;0
23504;686;-26;0;28617;0;-1;47;44;60;2;0
23567;709;-30;0;16312;2;-1;38;26;59;2;0
23602;730;-34;0;17895;0;-1;38;26;58;2;0
23639;621;-69;0;12797;-3;1;38;26;58;2;0
23674;554;1;0;12797;-1;0;38;26;58;2;0
23758;528;56;0;11918;-1;4;38;26;58;2;0
23793;376;198;0;18949;-8;1;38;26;58;1;0
23828;261;128;0;26508;-3;-7;38;26;58;1;0
23863;286;-39;0;0;3;-1;38;26;58;1;0
23898;522;-59;0;1406;4;-1;38;26;58;2;0
23933;633;-98;0;31781;5;-4;38;26;58;2;0
23968;683;-184;0;22289;-4;-5;38;26;58;2;0
24003;460;-243;0;15082;-8;3;38;26;58;1;0
24038;254;-76;0;9105;-2;7;38;26;58;1;0
24073;251;189;0;5941;0;3;38;26;58;1;0
24108;297;218;0;34207;5;-2;38;26;58;1;0
24143;527;100;0;32273;4;-3;38;26;58;2;0
24178;636;39;0;316;4;-3;38;26;58;2;0
24234;1644;-621;0;13500;-2;1;38;26;58;6;-2
24269;1591;-505;0;9281;-1;6;38;26;58;6;-2
24304;1553;-243;0;13500;-3;4;38;51;58;6;0
24339;1529;-195;0;25102;-1;-2;38;51;58;6;0
24374;1500;-418;0;26508;-1;-9;38;51;58;6;-1
24409;1495;-624;0;28793;0;0;38;51;58;5;-2
24470;1453;-494;0;28793;0;-3;38;51;57;5;-1
24505;1493;-624;0;27211;0;-1;38;51;56;5;-2
24578;1487;-457;0;29848;-1;2;38;51;55;5;-1
24613;1608;-470;0;34418;7;-3;38;51;55;6;-1
24688;1647;-491;0;3164;-2;-1;38;51;51;6;-1
24723;1502;-579;0;7207;-2;0;38;51;51;6;-2
24758;1463;-397;0;12832;-2;3;38;51;51;5;-1
24793;1447;-202;0;7734;1;7;38;51;51;5;0
24828;1477;83;0;8789;0;8;38;51;51;5;0
24863;1407;238;0;15996;-6;3;38;51;51;5;0
24898;1229;299;0;16699;-8;0;38;51;51;4;1
24933;946;333;0;18105;-9;0;38;51;51;3;1
24968;656;358;0;16699;-9;1;38;51;51;2;1
25003;371;419;0;16699;-9;1;38;51;51;1;1
25038;94;465;0;17051;-5;0;38;51;51;0;1
25073;24;409;0;26367;-2;-7;38;51;51;0;1
25108;0;141;0;27949;0;-6;38;51;51;0;0
25143;15;16;0;20391;0;-1;38;51;51;0;0
25178;69;-10;0;15820;6;-3;38;51;51;0;0
25213;76;41;0;12129;-4;6;38;51;51;0;0
25248;-40;292;0;10371;-3;7;38;51;51;0;1
25283;-70;513;8;11074;-2;7;38;51;51;0;2
25336;1715;332;-64;30621;4;-5;38;51;51;6;1
25371;1799;87;-64;30797;3;-8;38;51;51;7;0
25406;1930;-163;-64;24645;0;-8;38;51;51;7;0
25441;1857;-433;-64;25523;-3;-8;38;51;51;7;-1
25476;1736;-693;-64;20953;-6;-6;38;51;51;6;-2
25511;1476;-773;-64;18141;-9;-1;38;51;51;5;-3
25546;1188;-796;-64;22535;-8;-3;38;51;51;4;-3
25581;938;-912;-64;17438;-9;-1;38;51;51;3;-3
25616;833;-897;-64;10934;-2;4;38;51;51;3;-3
25651;725;-669;-88;7418;-3;8;38;51;51;2;-2
25686;756;-386;-64;6539;3;7;37;47;51;3;-1
25721;857;-199;-64;34277;0;0;37;47;51;3;0
25756;1031;-195;-64;5484;6;3;37;47;51;4;0
25791;1205;16;-56;5309;4;6;37;47;51;4;0
25850;1026;-1118;-64;17121;-8;0;37;47;51;4;-4
25885;831;-1094;-64;20988;-2;0;37;47;51;3;-4
25922;814;-1087;-64;13781;-3;2;37;47;51;3;-4
25957;631;-934;-64;14660;-7;4;37;47;51;2;-3
25992;440;-726;-64;10793;-4;7;37;47;51;1;-2
26027;380;-642;-88;10793;0;-4;34;40;51;1;-2
26062;436;-821;-64;14133;0;-2;31;33;51;1;-3
26097;367;-888;-64;23098;-6;-5;31;33;51;1;-3
26132;309;-1126;-64;31711;0;-5;31;33;51;1;-4
26167;373;-1173;-64;281;-4;-1;31;33;51;1;-4
26206;357;-1176;-64;281;-6;-1;31;33;51;1;-4
26241;474;-1176;-64;34699;7;-1;31;33;51;1;-4
26302;12;-628;0;22852;-4;-4;31;33;51;0;-2
26337;-47;-801;0;26191;-2;-8;31;33;51;0;-3
26372;-82;-1041;0;27070;-1;-3;31;33;51;0;-4
26407;-171;-1215;0;23203;-5;-7;31;33;51;0;-4
